Progress,Duration,Q_RecaptchaScore,Follow_Sports,Follow_Sports_Others,Special_Events,Freind_Family_Invitation,Famous_Player,Storyline_Rivalry,Halftime_Entertainment_Or_Shows,Lack_of_Interest_in_Sports,Time_Consuming,Rules_Complicated,No_Introduces,Matches_Excitement,Supporting_Favorite_Team,Specific_Players,Community_Camaraderie,Sports_Related_Content_n_News_Engagement,Info_about_MLS,Info_about_MLS_Others,Follow_MLS_or_not,Follow_MLS_Since,Why_Follow_MLS,MLS_Fan_Time,Favorite_MLS_team_ and_why,Favorite_Players,Watch_MLS games,Watch_MLS games_Others,MLS_Ticket_Plan,MLS_Season_Ticket_Price,MLS_Monthly_Ticket_Price,MLS_Single_Game_Ticket_Price,MLS_Ticket_Plan_Others,MLS_online_livestream_plan ,MLS_online_livestream_Season_Payment_Price,MLS_online_livestream_Monthly_Payment_Price,MLS_online_livestream_Single_Game_Payment_Price,MLS_online_livestream_plan_Other_Price,MLS_Improvements,MLS_Improvements.1,No_MLS_Lack_of_interest_in _sports,No_MLS_Unfamiliar_with_rules_of_soccer,No_MLS_have_other_preferred _sports,No_MLS_have_other_preferred _sports_name,Potential_Reason_to_MLS,Potential_Reason_to_MLS_Others,Watch_Other_Pro_Sports,Other_Watch_Other_Pro_Sports,How_Watch_Other_Pro_Sports,Other_How_Watch_Other_Pro_Sports,Other_Ticket_Plan,Other_Ticket_Plan_Season_Ticket_Price,Other_Ticket_Plan_Monthly_Ticke_Price,Other_Ticket_Plan_Single_Game_Ticket_Price,Other_Ticket_Plan_Others,Other_online_livestream_plan,Other_online_livestream_plan_Season_Payment_Price,Other_online_livestream_plan_Montly_Payment_Price,Other_online_livestream_plan_Single_Game_Payment_Price,Other_online_livestream_plan_Others_Price,Age,Gender,Ethnicity,Ethnicity_Other,Employment_Status,Employment_Status_Other,Annual_Household_Income,Additional_Comments,All_Sports,alpine skiing,baseball,basketball,boxing,cricket,curling,equestrain,figure skating,football,formula 1,golf,gymnastics,ice hockey,mma,sailing,skateboarding,soccer,swboarding,swimming,tennis,ufc,volleyball
100,138,0.899999976,"basketball,baseball,ice hockey",,,,,,,,,,,4,4,4,5,1,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,3,4,4,Basketball,Rooting for local teams,,"MLB,NBA,NHL,NFL",,Watch TV,,,,,,,,,,,,5,0,White or Caucasian,,Employed full-time,,3,,"['basketball', 'baseball', 'ice hockey']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,93,0.899999976,"basketball,baseball,soccer",,,,,,,,,,,4,4,4,5,4,"Television broadcasts,Social media",,0,,,,,,,,,,,,,,,,,,,,1,1,5,football,Marketing and advertising campaigns,,"MLB,NFL",,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,5,,"['basketball', 'baseball', 'soccer']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,753,0.899999976,"basketball,baseball,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,3,5,4,3,Social media,,0,,,,,,,,,,,,,,,,,,,,3,2,4,,The fast-paced nature of MLS games,,"MLB,NBA,NFL",,"Watch TV,Watch online livestreams",,,,,,,"Season Payment,Monthly Payment",50,10,,,3,1,White or Caucasian,,Employed full-time,,6,"I like soccer and usually watch things like the world cup. I grew up a big sports fan, but as I have moved into my current state in life I don't have as much time. MLS just hasn't gotten on my radar. I have friends who are big soccer fans and I know MLS is a lower-tier, less competitive league. The best players are in Europe and other leagues. I am sure MLS games are exciting and competitive and still quality soccer, but for someone like me the lack of sustained national attention, the sort of second tier billing etc matter for how much I see MLS and how much time I am going to carve out to watch it","['basketball', 'baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,147,0.699999988,"ice hockey,others(please specify, and the answer can be more than one sport)",american football,,,,,,,,,,5,4,2,4,1,"Online news websites,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,4,1,4,,"Pure love of soccer,Rooting for local teams",,"NHL,NFL",,"Watch TV,Other, please specify",just check the scores,,,,,,,,,,,4,1,White or Caucasian,,Retired,,6,,"['ice hockey', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100,219,0.899999976,"tennis,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,5,5,5,5,3,Never,,0,,,,,,,,,,,,,,,,,,,,1,5,5,ncaa football,Other (please specify),,NFL,,"Watch TV,Watch online livestreams",,,,,,,Monthly Payment,,89.99,,,5,0,White or Caucasian,,Employed part-time,,2,,"['tennis', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100,231,0.899999976,baseball,,,,,,,,,,,4,4,3,4,3,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,4,2,4,MLB,The fast-paced nature of MLS games,,MLB,,"Watch TV,Watch online livestreams",,,,,,,Others,,,,,6,1,White or Caucasian,,Employed full-time,,2,,['baseball'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,152,0.899999976,"ice hockey,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,4,4,3,4,"Television broadcasts,Online news websites",,0,,,,,,,,,,,,,,,,,,,,3,2,4,,"Marketing and advertising campaigns,The fast-paced nature of MLS games",,"NHL,NFL",,Watch TV,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,5,,"['ice hockey', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100,131,0.899999976,"others(please specify, and the answer can be more than one sport)",american football,,,,,,,,,,4,5,4,3,3,"Television broadcasts,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,4,3,3,American football,Marketing and advertising campaigns,,"MLB,NBA,NHL,NFL",,Watch TV,,,,,,,,,,,,5,1,White or Caucasian,,Employed full-time,,5,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,196,0.899999976,basketball,,,,,,,,,,,5,5,5,5,5,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,1,1,5,basketball,Pure love of soccer,,"NBA,NFL",,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Season Ticket,300,,,,Season Payment,100,,,,3,0,Black or African American,,Employed full-time,,1,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,184,0.100000001,"baseball,others(please specify, and the answer can be more than one sport)",american football,,,,,,,,,,4,5,4,5,3,"Online news websites,Social media,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,4,1,5,"American Football, Baseball",Rooting for local teams,,"MLB,NFL",,"Go to the court/stadium..., etc.,Watch TV",,Single Game Ticket,,,50,,,,,,,2,0,White or Caucasian,,Employed full-time,,4,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,191,0.899999976,tennis,,,,,,,,,,,4,1,5,2,2,Never,,0,,,,,,,,,,,,,,,,,,,,1,1,5,tennis,The fast-paced nature of MLS games,,"Other, please specify",Major tennis opens,Watch TV,,,,,,,,,,,,3,0,Asian,,Employed full-time,,2,,['tennis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,267,0.899999976,"baseball,others(please specify, and the answer can be more than one sport)",american football,,,,,,,,,,3,5,3,5,3,"Social media,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,1,4,5,baseball's my fav sport,"Rooting for local teams,Marketing and advertising campaigns,The fast-paced nature of MLS games,Other (please specify)",Friends who are interested,"MLB,NFL",,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Single Game Ticket,,,like a 100 per ticket,,Others,,,,Use a livestream service provider,2,1,Other,Hispanic,Employed part-time,,2,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,300,0.899999976,"others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,4,4,3,3,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,2,4,5,,The diverse composition of MLS teams,,NFL,,Watch TV,,,,,,,,,,,,4,0,White or Caucasian,,Unemployed,,1,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,180,0.699999988,ice hockey,,,,,,,,,,,5,4,4,3,2,"Television broadcasts,Online news websites",,0,,,,,,,,,,,,,,,,,,,,4,3,1,,"The fast-paced nature of MLS games,The diverse composition of MLS teams",,"NHL,NFL,PGA",,"Go to the court/stadium..., etc.,Watch TV",,Single Game Ticket,,,150,,,,,,,3,0,White or Caucasian,,Employed full-time,,6,,['ice hockey'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,242,0.899999976,"others(please specify, and the answer can be more than one sport)","football, boxing, ufc",,,,,,,,,,2,3,3,3,3,"Online news websites,Social media,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,2,1,4,"Football, Boxing, UFC","Marketing and advertising campaigns,The fast-paced nature of MLS games,Other (please specify)",Attractive players,"NFL,Other, please specify","Boxing, UFC","Watch TV,Watch online livestreams",,,,,,,"Monthly Payment,Single Game Payment",,"DAZN, Hulu, Amazon Prime",DAZN,,3,0,White or Caucasian,,Other (please specify),Homemaker,2,,"['others(please specify', 'and the answer can be more than one sport)', 'football', 'boxing', 'ufc']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100,569,0.899999976,"others(please specify, and the answer can be more than one sport)",figure skating,,,,,,,,,,4,4,4,4,3,Online news websites,,0,,,,,,,,,,,,,,,,,,,,5,4,5,,Rooting for local teams,,NFL,,Watch TV,,,,,,,,,,,,3,0,Asian,,Employed part-time,,1,,"['others(please specify', 'and the answer can be more than one sport)', 'figure skating']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,126,0.899999976,"basketball,tennis,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,5,5,4,4,3,"Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,1,4,5,American Football,"Rooting for local teams,The fast-paced nature of MLS games",,"NBA,NFL",,Watch TV,,,,,,,,,,,,2,1,White or Caucasian,,Unemployed,,5,N/A; Thank you,"['basketball', 'tennis', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100,1264,0.899999976,basketball,,,,,,,,,,,2,1,4,4,1,Social media,,0,,,,,,,,,,,,,,,,,,,,5,2,1,I stopped watching sport.,Other (please specify),family members involvement,NBA,,"Other, please specify",YouTube recaps,,,,,,,,,,,4,1,Black or African American,,Employed part-time,,1,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,15878,0.899999976,"basketball,baseball",,,,,,,,,,,5,5,5,5,5,"Television broadcasts,Online news websites,Social media",,0,,,,,,,,,,,,,,,,,,,,1,5,3,baseball/basketball/football,The fast-paced nature of MLS games,,"MLB,NBA,NFL",,Watch TV,,,,,,,,,,,,2,1,Other,Latino,Unemployed,,3,,"['basketball', 'baseball']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
